doi,title,publication_year,venue,is_open_access,llm_relevance,llm_variant,llm_approach,llm_metaheuristics,llm_is_hybrid,llm_how_solved
10.1002/net.22137,Solving vehicle routing problems with intermediate stops using VRPSolver models,2022,Networks,False,Variante de CARP,Con instalaciones intermedias (CLARPIF),Exacto,,False,"Modelos basados en grafos resueltos con branch-cut-and-price (VRPSolver), incluyendo el ARP con instalaciones intermedias."
10.1177/0734242x221104366,Sector arc routing-based spatial decision support system for waste collection in Brazil,2022,Waste Management & Research The Journal for a Sustainable Circular Economy,True,Variante de CARP,Otra variante,No especificado,,False,Sistema de soporte a decisiones basado en sector arc routing para recolección de residuos en Brasil.
10.3390/s22166077,Asymmetric Arc Routing by Coordinating a Truck and Multiple Drones,2022,Sensors,True,Variante de CARP,Otra variante,No especificado,,False,Modo de arc routing asimétrico coordinando un camión con múltiples drones para patrullaje de tráfico.
10.1145/3520304.3529057,Routing for bridge inspecting robots using a metaheuristic genetic algorithm,2022,Proceedings of the Genetic and Evolutionary Computation Conference Companion,False,Arc routing relacionado,Min-max / Balanceado,Metaheurística,Algoritmo genético,False,Algoritmo genético metaheurístico para el min-max k-Chinese Postman de inspección robótica de puentes.
10.1109/ssci51031.2022.10022069,A Meta Heuristic Genetic Algorithm for Multi-Depot Routing in Autonomous Bridge Inspection,2022,2022 IEEE Symposium Series on Computational Intelligence (SSCI),False,Arc routing relacionado,Min-max / Balanceado,Metaheurística,Algoritmo genético,False,Algoritmo genético para el min-max multi-depósito k-Chinese Postman de inspección autónoma de puentes.
10.48550/arxiv.2208.09861,"The Single Robot Line Coverage Problem: Theory, Algorithms, and Experiments",2022,arXiv (Cornell University),True,Arc routing relacionado,No es CARP (RPP/CPP/otro),Exacto,,False,Formulación ILP y algoritmos de aproximación para el line coverage de un robot (relacionado con RPP asimétrico).
10.1109/tevc.2021.3095261,Genetic Programming With Niching for Uncertain Capacitated Arc Routing Problem,2021,IEEE Transactions on Evolutionary Computation,True,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Programación genética con niching para políticas de ruteo más pequeñas y simples en UCARP.
10.1051/ro/2021034,Open Capacitated ARC routing problem by Hybridized Ant Colony Algorithm,2021,RAIRO - Operations Research,True,Variante de CARP,Abierto (OCARP),Híbrido / Matheurística,ACO,True,"Colonia de hormigas hibridada con búsqueda local (2-opt, swap, relocate) para el OCARP (lectura de medidores)."
10.1016/j.cor.2021.105377,A strategic oscillation simheuristic for the Time Capacitated Arc Routing Problem with stochastic demands,2021,Computers & Operations Research,True,Variante de CARP,Estocástico / Incierto,Híbrido / Matheurística,Simheurística; Oscilación estratégica,True,Simheurística con oscilación estratégica para el Time CARP con demandas estocásticas.
10.1109/tevc.2021.3129278,Genetic Programming With Knowledge Transfer and Guided Search for Uncertain Capacitated Arc Routing Problem,2021,IEEE Transactions on Evolutionary Computation,False,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Programación genética con transferencia de conocimiento y búsqueda guiada para el UCARP.
10.1109/tcyb.2020.3043265,A Route Clustering and Search Heuristic for Large-Scale Multidepot-Capacitated Arc Routing Problem,2021,IEEE Transactions on Cybernetics,False,Variante de CARP,Large-scale,Metaheurística,Búsqueda local con split de Ulusoy,False,Heurística iterativa de agrupamiento y búsqueda de rutas (RoCaSH) con split de Ulusoy y búsqueda local para LSMDCARP.
10.1109/mci.2020.3039069,Robust Optimization in Uncertain Capacitated Arc Routing Problems: Progresses and Perspectives [Review Article],2021,IEEE Computational Intelligence Magazine,True,Variante de CARP,Estocástico / Incierto,Survey / Teórico / Modelado,,False,Artículo de revisión sobre optimización robusta en el CARP con incertidumbres (UCARP).
10.1145/3449726.3459450,A hybrid local search framework for the dynamic capacitated arc routing problem,2021,Proceedings of the Genetic and Evolutionary Computation Conference Companion,False,Variante de CARP,Dinámico / Time-dependent,Metaheurística,Búsqueda local híbrida (HyLS),True,Marco de búsqueda local híbrida (HyLS) con archivo para reprogramar rápidamente el DCARP con cambios pequeños.
10.1145/3449639.3459298,Two-stage multi-objective genetic programming with archive for uncertain capacitated arc routing problem,2021,Proceedings of the Genetic and Evolutionary Computation Conference,False,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Programación genética multi-objetivo de dos etapas con archivo para optimizar efectividad y tamaño en UCARP.
10.1287/trsc.2020.1036,Branch-Price-and-Cut for the Soft-Clustered Capacitated Arc-Routing Problem,2021,Transportation Science,False,Variante de CARP,Otra variante,Exacto,,False,Algoritmo branch-price-and-cut (con metaheurística para el subproblema) para el soft-clustered CARP.
10.1145/3449639.3459322,A novel multi-task genetic programming approach to uncertain capacitated Arc routing problem,2021,Proceedings of the Genetic and Evolutionary Computation Conference,False,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Programación genética multi-tarea para compartir conocimiento entre dominios relacionados de UCARP.
10.1109/cec45853.2021.9504956,A Multi-Objective Genetic Programming Approach with Self-Adaptive α Dominance to Uncertain Capacitated Arc Routing Problem,2021,,False,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Programación genética multi-objetivo con α-dominancia auto-adaptativa para UCARP.
10.1109/cec45853.2021.9504817,Surrogate-Assisted Genetic Programming with Diverse Transfer for the Uncertain Capacitated Arc Routing Problem,2021,,False,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Programación genética asistida por surrogate con transferencia diversa (detección de duplicados) para UCARP.
10.26686/wgtn.14343905.v1,Automated heuristic design using genetic programming hyper-heuristic for uncertain capacitated arc routing problem,2021,,True,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Hiper-heurística de programación genética para diseño automático de heurísticas en UCARP.
10.1109/cec45853.2021.9504785,Look-Ahead Genetic Programming for Uncertain Capacitated Arc Routing Problem,2021,,False,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,"Programación genética con información look-ahead (cadenas de tareas, GPCP) para UCARP."
10.1109/ssci50451.2021.9660154,An Improved Multi-Objective Genetic Programming Hyper-Heuristic with Archive for Uncertain Capacitated Arc Routing Problem,2021,2021 IEEE Symposium Series on Computational Intelligence (SSCI),False,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Hiper-heurística de programación genética multi-objetivo mejorada con archivo para UCARP.
10.26686/wgtn.14344067.v1,Memetic algorithm with route decomposing for periodic capacitated arc routing problem,2021,,True,Variante de CARP,Periódico (PCARP),Metaheurística,Algoritmo memético,True,Algoritmo memético con descomposición de rutas para el PCARP (minimiza número de vehículos y costo).
10.26686/wgtn.14344067,Memetic algorithm with route decomposing for periodic capacitated arc routing problem,2021,,True,Variante de CARP,Periódico (PCARP),Metaheurística,Algoritmo memético,True,Algoritmo memético con descomposición de rutas para el PCARP (minimiza número de vehículos y costo).
10.1155/2021/9665340,Dynamic Capacitated Arc Routing Problem in E-Bike Sharing System: A Monte Carlo Tree Search Approach,2021,Journal of Advanced Transportation,True,Variante de CARP,Dinámico / Time-dependent,Híbrido / Matheurística,Monte Carlo Tree Search,True,"Marco bi-nivel 'particiona primero, rutea después' con búsqueda de árbol Monte Carlo para el DCARP en sistemas de e-bikes."
10.1504/ijor.2021.10035821,Hybridized Ant Colony Optimization for the Multi-depot Multi-compartment capacitated arc routing problem,2021,International Journal of Operational Research,False,Variante de CARP,Multi-depósito,Híbrido / Matheurística,ACO,True,Colonia de hormigas hibridada para el CARP multi-depósito multi-compartimento.
10.26686/wgtn.14343905,Automated heuristic design using genetic programming hyper-heuristic for uncertain capacitated arc routing problem,2021,,True,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Hiper-heurística de programación genética para diseño automático de heurísticas en UCARP.
10.1109/icuas51884.2021.9476674,Deployment Optimization of a Fleet of Drones for Routine Inspection of Networks of Linear Infrastructures,2021,,True,Arc routing relacionado,Otra variante,No especificado,,False,Optimización bi-nivel del despliegue de una flota de drones para inspección de infraestructuras lineales (multi-objetivo).
10.1145/3449639.3459268,MA-ABC,2021,Proceedings of the Genetic and Evolutionary Computation Conference,False,Variante de CARP,Min-max / Balanceado,Metaheurística,Algoritmo memético; Artificial Bee Colony (ABC),True,Algoritmo memético (MA-ABC) para CARP con rutas balanceadas y visualmente atractivas.
10.46300/9106.2021.15.114,A Multi Logistics Network Optimization Model of Power System based on Stochastic Demand and Inventory Decision,2021,International Journal of Circuits Systems and Signal Processing,True,Variante de CARP,Estocástico / Incierto,Metaheurística,ACO,False,Colonia de hormigas mejorada para un CARP de doble capa con demanda estocástica en logística de paquetería.
10.13031/aim.202100426,A high-level task planning of autonomous robots carrying multiple herbicides and treating specific weed types,2021,"2021 ASABE Annual International Virtual Meeting, July 12-16, 2021",False,Variante de CARP,Con instalaciones intermedias (CLARPIF),No especificado,,False,"Planificación de robots autónomos con múltiples herbicidas y viajes de reabastecimiento, formulada como extensión del CARP."
10.1287/trsc.2020.1035,Arc Routing with Time-Dependent Travel Times and Paths,2021,Transportation Science,True,Variante de CARP,Dinámico / Time-dependent,No especificado,,False,Define el TDCARP con funciones de velocidad a nivel de red y algoritmos de preprocesamiento (método no detallado en el abstract).
10.1109/mci.2020.3039020,CIM Editorial Board,2021,IEEE Computational Intelligence Magazine,True,No relevante,No es CARP (RPP/CPP/otro),Survey / Teórico / Modelado,,False,"Nota del consejo editorial de la revista, sin contenido técnico."
10.1016/j.ejor.2021.10.047,The min-max close-enough arc routing problem,2021,European Journal of Operational Research,True,Variante de CARP,Min-max / Balanceado,Exacto,,False,Branch-and-cut y branch-and-price (con heurística para cotas superiores) para el min-max close-enough arc routing.
10.1016/j.cor.2021.105392,A scatter search algorithm for time-dependent prize-collecting arc routing problems,2021,Computers & Operations Research,True,Variante de CARP,Prize-collecting / Profitable,Metaheurística,Scatter search,False,Scatter search (y heurísticas deterministas) para el time-dependent prize-collecting arc routing (TD-PARP).
10.22075/ijnaa.2019.16392.1868,A robust optimization approach for a multi-period location-arc routing problem with time windows: A case study of a bank,2021,International journal of nonlinear analysis and applications,False,Variante de CARP,Con ventanas de tiempo (CARPTW),Exacto,,False,"Modelo de optimización robusta (programación no lineal mixta, CPLEX) para el LARP multiperiodo con ventanas de tiempo (caso bancario)."
10.3390/app11177950,Fuzzy Simheuristics for Optimizing Transportation Systems: Dealing with Stochastic and Fuzzy Uncertainty,2021,Applied Sciences,True,Arc routing relacionado,Estocástico / Incierto,Híbrido / Matheurística,Simheurística,True,"Simheurística difusa que combina simulación, metaheurísticas y lógica difusa para VRP/ARP/TOP con incertidumbre estocástica y difusa."
10.1002/net.22033,"On matchings, <i>T</i>‐joins, and arc routing in road networks",2021,Networks,True,Arc routing relacionado,CARP clásico,Exacto,,False,Matchings y T-joins para cotas inferiores en ARP explotando la estructura de redes viales reales.
,Decompositions of directed and undirected graphs,2021,Digital Repository (National Repository of Grey Literature),False,Arc routing relacionado,Otra variante,Exacto,,False,Modelo formal y problemas de ruteo por arcos en árboles (minimización de injusticia) para mantenimiento invernal.
